Comenzar†;Singular;;Inizia;Verbo
Comenzar†n;Plural;;Cominceranno;Verbo
Comenzar†s;Singular;;Avrai inizio;Verbo
ComenzarÇ;Singular;;Comincerï;Verbo
Comenzaremos;Plural;;Cominceremo;Verbo
Comenzaron;Plural;;Cominciarono;Verbo
Comenzaste;Singular;;Hai iniziato;Verbo
Comenz¢;Singular;;Ha iniziato;Verbo
Comida;Singular;Femenino;cibo;Objeto
Comidas;Plural;Femenino;pasti;Objeto
Comienza;Singular;;inizia;Verbo
Comienzan;Plural;;Cominciano;Verbo
Comienzas;Singular;;Si inizia;Verbo
Comienzo;Singular;;inizio;Verbo
Como;Singular;Masculino;come;Adverbio
Compra;Singular;;acquisto;Verbo
Compramos;Plural;;Acquistiamo;Verbo
Compran;Plural;;acquistare;Verbo
Comprar†;Singular;;ComprerÖ;Verbo
Comprar†n;Plural;;Comprenderanno;Verbo
Comprar†s;Singular;;Comprerai;Verbo
ComprarÇ;Singular;;Comprerï;Verbo
Compraremos;Plural;;Comprenderemo;Verbo
Compraron;Plural;;Hanno comprato;Verbo
Compras;Singular;;Carrello;Verbo
Compraste;Singular;;Hai comprato;Verbo
ComprÇ;Singular;;Ho comprato;Verbo
Comprende;Singular;;include;Verbo
Comprendemos;Plural;;Capiamo;Verbo
Comprenden;Plural;;Capiscono;Verbo
Comprender;Singular;;Per capire;Verbo
Comprender†;Singular;;CapirÖ;Verbo
Comprender†n;Plural;;CapirÖ;Verbo
Comprender†s;Singular;;Capirete;Verbo
ComprenderÇ;Singular;;Capisco;Verbo
Comprenderemos;Plural;;Capiamo;Verbo
Comprendes;Singular;;Capisci;Verbo
Comprend°;Singular;;Ho capito;Verbo
Comprendieron;Plural;;Hanno capito;Verbo
Comprendimos;Plural;;Abbiamo capito;Verbo
Comprendi¢;Singular;;capiva;Verbo
Comprendiste;Singular;;Hai capito;Verbo
Comprendo;Singular;;Capisco;Verbo
Compro;Singular;;compro;Verbo
Compr¢;Singular;;comprato;Verbo
Computadora;Singular;Femenino;computer;Objeto
Computadoras;Plural;Femenino;computers;Objeto
Com£n;Singular;;comune;Adjetivo
Comunes;Plural;;comune;Adjetivo
Conduce;Singular;;lead;Verbo
Conducen;Plural;;Guidano;Verbo
Conduces;Singular;;Tu guidavi;Verbo
Conducimos;Plural;;Noi guidiamo;Verbo
Conducir;Singular;;Per guidare;Verbo
Conducir†;Singular;;FarÖ guidare;Verbo
Conducir†n;Plural;;FarÖ guidare;Verbo
Conducir†s;Singular;;Tu guiderai;Verbo
ConducirÇ;Singular;;Voglio guidare;Verbo
Conduciremos;Plural;;Noi guideremo;Verbo
Conduje;Singular;;Ho guidato;Verbo
Condujeron;Plural;;Hanno guidato;Verbo
Condujimos;Plural;;Noi guidammo;Verbo
Condujiste;Singular;;Tu hai guidato;Verbo
Condujo;Singular;;gregge;Verbo
Conduzco;Singular;;Mi guido;Verbo
Conector;Singular;Masculino;connettore;Objeto
Conectores;Plural;Masculino;connettori;Objeto
Conejo;Singular;Masculino;coniglio;Objeto
Conejos;Plural;Masculino;conigli;Objeto
Configuraci¢n;Singular;Femenino;configurazione;Objeto
Configuraciones;Plural;Femenino;configurazioni;Objeto
Conoce;Singular;;soddisfare;Verbo
Conocemos;Plural;;Sappiamo;Verbo
Conocen;Plural;;Lo sanno;Verbo
Conocer;Singular;;Sapere;Verbo
Conocer†;Singular;;Lo saprÖ;Verbo
Conocer†n;Plural;;Lo sapranno;Verbo
Conocer†s;Singular;;Ci si incontrerÖ;Verbo
ConocerÇ;Singular;;Io ci incontrerï;Verbo
Conoceremos;Plural;;Lo sapremo;Verbo
Conoces;Singular;;Lo sai;Verbo
Conoc°;Singular;;Ho incontrato;Verbo
Conocida;Singular;Femenino;conosciuto;Adjetivo
Conocidas;Plural;Femenino;conosciuto;Adjetivo
Conocido;Singular;Masculino;conosciuto;Adjetivo
Conocidos;Plural;Masculino;conosciuto;Adjetivo
Conocieron;Plural;;Lo sapevano;Verbo
Conocimos;Plural;;Ci siamo conosciuti;Verbo
Conoci¢;Singular;;Ha incontrato;Verbo
Conociste;Singular;;Lo sapevi;Verbo
Conozco;Singular;;Lo so;Verbo
Consola;Singular;Femenino;consolle;Objeto
Consolas;Plural;Femenino;console;Objeto
Contamos;Plural;;Noi conteggiamo;Verbo
Contar;Singular;;Per contare;Verbo
Contar†;Singular;;Lo dirÖ;Verbo
Contar†n;Plural;;Lo dirÖ;Verbo
Contar†s;Singular;;Lo dirÖ;Verbo
ContarÇ;Singular;;Lo dirï;Verbo
Contaremos;Plural;;Noi racconteremo;Verbo
Contaron;Plural;;Hanno detto;Verbo
Contaste;Singular;;Hai contato;Verbo
ContÇ;Singular;;Ho contato;Verbo
Contenta;Singular;Femenino;Contenta;Adjetivo
Contentas;Plural;Femenino;Contentas;Adjetivo
Contento;Singular;Masculino;felice;Adjetivo
Contentos;Plural;Masculino;unimpressed;Adjetivo
Continente;Singular;Masculino;continente;Objeto
Continentes;Plural;Masculino;continenti;Objeto
Cont¢;Singular;;contï;Verbo
Control;Singular;Masculino;controllo;Objeto
Controles;Plural;Masculino;controlli;Objeto
Copia;Singular;Femenino;copia;Objeto
Copiadora;Singular;Femenino;macchina copiatrice;Objeto
Copiadoras;Plural;Femenino;Fotocopiatrici;Objeto
Copias;Plural;Femenino;copie;Objeto
Corea;Singular;Femenino;Corea;Nombre
Corre;Singular;;Corre;Verbo
Corremos;Plural;;Corriamo;Verbo
Corren;Plural;;corrono;Verbo
Correr;Singular;;Per eseguire;Verbo
Correr†;Singular;;FunzionerÖ;Verbo
Correr†n;Plural;;FunzionerÖ;Verbo
Correr†s;Singular;;Corrirai;Verbo
CorrerÇ;Singular;;Correrï;Verbo
Correremos;Plural;;Noi correremo;Verbo
Corres;Singular;;Corri;Verbo
Corr°;Singular;;mi sono imbattuto;Verbo
Corrieron;Plural;;Correvano;Verbo
Corrimos;Plural;;Noi corriamo;Verbo
Corri¢;Singular;;corse;Verbo
Corriste;Singular;;Tu corri;Verbo
Corro;Singular;;Corro;Verbo
Corta;Singular;;taglio;Verbo
Cortamos;Plural;;Abbiamo tagliato;Verbo
Cortan;Plural;;taglio;Verbo
Cortar;Singular;;Per tagliare;Verbo
Cortar†;Singular;;E 'tagliato;Verbo
Cortar†n;Plural;;SarÖ tagliato;Verbo
Cortar†s;Singular;;Taglierai;Verbo
CortarÇ;Singular;;Io taglierï;Verbo
Cortaremos;Plural;;Taglieremo;Verbo
Cortaron;Plural;;Hanno tagliato;Verbo
Cortas;Singular;;breve;Verbo
Cortaste;Singular;;Hai tagliato;Verbo
CortÇ;Singular;;ho tagliato;Verbo
Cortina;Singular;Femenino;tenda;Objeto
Cortinas;Plural;Femenino;tendaggio;Objeto
Corto;Singular;;breve;Verbo
Cort¢;Singular;;tagliï;Verbo
Cortos;Plural;Masculino;breve;Adjetivo
Cree;Singular;;Cree;Verbo
Creemos;Plural;;Noi crediamo;Verbo
Creen;Plural;;pensare;Verbo
Creer;Singular;;A credere;Verbo
Creer†;Singular;;CrederÖ;Verbo
Creer†n;Plural;;CrederÖ;Verbo
Creer†s;Singular;;Crediate;Verbo
CreerÇ;Singular;;Credo;Verbo
Creeremos;Plural;;Noi crediamo;Verbo
Crees;Singular;;Credi;Verbo
Cre°;Singular;;Credevo;Verbo
Cre°mos;Plural;;Noi crediamo;Verbo
Cre°ste;Singular;;Tu credevi;Verbo
Crema;Singular;Femenino;crema;Objeto
Cremas;Plural;Femenino;creme;Objeto
Creo;Singular;;Credo;Verbo
Creyeron;Plural;;credevano;Verbo
Crey¢;Singular;;pensava;Verbo
Cruces;Plural;Femenino;Cruces;Objeto
Cruz;Singular;Femenino;attraversare;Objeto
Cuaderno;Singular;Masculino;taccuino;Objeto
Cuadernos;Plural;Masculino;notebook;Objeto
Cuadra;Singular;Femenino;stabile;Objeto
Cuadras;Plural;Femenino;blocchi;Objeto
Cuadro;Singular;Masculino;immagine;Objeto
Cuadros;Plural;Masculino;immagini;Objeto
Cuba;Singular;Femenino;Cuba;Nombre
Cuenta;Singular;;conto;Verbo
Cuentan;Plural;;Dicono;Verbo
Cuentas;Singular;;conti;Verbo
Cuento;Singular;;storia;Verbo
Culiac†n;Singular;Femenino;Culiac†n;Nombre
Cupe;Singular;;Cupe;Verbo
Cupieron;Plural;;Erano;Verbo
Cupimos;Plural;;siamo tutti in forma;Verbo
Cupiste;Singular;;in forma;Verbo
Cupo;Singular;;quota;Verbo
Da;Singular;;da;Verbo
Damos;Plural;;Noi diamo;Verbo
Dan;Plural;;Dan;Verbo
Daniel;Singular;Masculino;Daniel;Nombre
Da§a;Singular;;ferisce;Verbo
Da§amos;Plural;;Abbiamo ferito;Verbo
Da§an;Plural;;danno;Verbo
Da§ar;Singular;;Fare male;Verbo
Da§ar†;Singular;;Vi farÖ male;Verbo
Da§ar†n;Plural;;Vi faranno male;Verbo
Da§ar†s;Singular;;Ti farai male;Verbo
Da§arÇ;Singular;;farti del male;Verbo
Da§aremos;Plural;;Faremo del male;Verbo
Da§aron;Plural;;Hanno fatto male;Verbo
Da§as;Singular;;Danas;Verbo
Da§aste;Singular;;da§aste;Verbo
Da§Ç;Singular;;ho ferito;Verbo
Da§o;Singular;;danno;Verbo
Da§¢;Singular;;‘ danneggiato;Verbo
Dar;Singular;;Per dare;Verbo
Dar†;Singular;;DarÖ;Verbo
Dar†n;Plural;;saranno;Verbo
Dar†s;Singular;;Darai;Verbo
DarÇ;Singular;;Darï;Verbo
Daremos;Plural;;Noi daremo;Verbo
Das;Singular;;Das;Verbo
Debajo;Singular;Masculino;sotto;Adverbio
DÇbil;Singular;;debole;Adjetivo
DÇbiles;Plural;;debole;Adjetivo
Deciderio;Singular;Masculino;Deciderio;Nombre
Decimos;Plural;;Diciamo;Verbo
Decir;Singular;;Per dirlo;Verbo
Dedo;Singular;Masculino;dito;Objeto
Dedos;Plural;Masculino;dita;Objeto
Deja;Singular;;lasciare;Verbo
Dejamos;Plural;;Lasciamoci;Verbo
Dejan;Plural;;Lasciano;Verbo
Dejar;Singular;;Lasciare;Verbo
Dejar†;Singular;;AndrÖ via;Verbo
Dejar†n;Plural;;Lasceranno;Verbo
Dejar†s;Singular;;Lascerai;Verbo
DejarÇ;Singular;;Lascerï;Verbo
Dejaremos;Plural;;Noi andremo;Verbo
Dejaron;Plural;;Sono partiti;Verbo
Dejas;Singular;;Lasci;Verbo
Dejaste;Singular;;Hai lasciato;Verbo
DejÇ;Singular;;Mi sono lasciato;Verbo
Dejo;Singular;;Lascio;Verbo
Dej¢;Singular;;Ha lasciato;Verbo
Del;Singular;;il;Demostrativo Cercano
Delante;Singular;;Di fronte;Adverbio
Deletrea;Singular;;incantesimi;Verbo
Deletreamos;Plural;;Ci scriviamo;Verbo
Deletrean;Plural;;ortografia;Verbo
Deletrear;Singular;;Incantesimo;Verbo
Deletrear†;Singular;;Incantesimo;Verbo
Deletrear†n;Plural;;Incantesimo;Verbo
Deletrear†s;Singular;;Sarete incantati;Verbo
DeletrearÇ;Singular;;Io scriverï;Verbo
Deletrearemos;Plural;;Incantesimo;Verbo
Deletrearon;Plural;;essi farro;Verbo
Deletreas;Singular;;Speller;Verbo
Deletreaste;Singular;;Hai scritto;Verbo
DeletreÇ;Singular;;compitare;Verbo
Deletreo;Singular;;ortografia;Verbo
Deletre¢;Singular;;E 'scritto;Verbo
Delgada;Singular;Femenino;sottile;Adjetivo
Delgadas;Plural;Femenino;‘ sottile;Adjetivo
Delgado;Singular;Masculino;sottile;Adjetivo
Delgados;Plural;Masculino;Delgados;Adjetivo
Denis;Singular;Masculino;Denis;Nombre
Denisse;Singular;Femenino;denisse;Nombre
Dentro;Singular;Masculino;entro;Adverbio
Deprisa;Singular;Femenino;rapidamente;Adverbio
Derecha;Singular;Femenino;destra;Adjetivo
Derechas;Plural;Femenino;destra;Adjetivo
Derecho;Singular;Masculino;destra;Adjetivo
Derechos;Plural;Masculino;dovere;Adjetivo
Derian;Singular;Masculino;Derian;Nombre
Derrota;Singular;Femenino;sconfitta;Objeto
Derrotas;Plural;Femenino;perdite;Objeto
Desayuno;Singular;Masculino;prima colazione;Objeto
Desayunos;Plural;Masculino;prima colazione;Objeto
Desea;Singular;;Vuoi;Verbo
Deseamos;Plural;;Vogliamo;Verbo
Desean;Plural;;Vogliono;Verbo
Desear;Singular;;A desiderare;Verbo
Desear†;Singular;;Vuole;Verbo
Desear†n;Plural;;Vogliono;Verbo
Desear†s;Singular;;Vuoi;Verbo
DesearÇ;Singular;;Lo farï;Verbo
Desearemos;Plural;;Vogliamo;Verbo
Desearon;Plural;;Volevano;Verbo
Deseas;Singular;;Vuoi;Verbo
Deseaste;Singular;;Volevi;Verbo
DeseÇ;Singular;;Volevo;Verbo
Deseo;Singular;;Vorrei;Verbo
Dese¢;Singular;;desiderava;Verbo
Deshace;Singular;;annulla l'operazione;Verbo
Deshacemos;Plural;;Annulliamo;Verbo
Deshacen;Plural;;a parte;Verbo
Deshaces;Singular;;liberarsi;Verbo
Deshago;Singular;;frustrateth;Verbo
Deshar†;Singular;;AnnullerÖ;Verbo
Deshar†n;Plural;;saranno annullare;Verbo
Deshar†s;Singular;;Annullerai;Verbo
DesharÇ;Singular;;Annullerï;Verbo
Desharemos;Plural;;Disporremo;Verbo
Deshice;Singular;;sbarazzati;Verbo
Deshicieron;Plural;;disfatto;Verbo
Deshicimos;Plural;;Annulliamo;Verbo
Deshiciste;Singular;;Hai deciso;Verbo
Deshizo;Singular;;undid;Verbo
Despacio;Singular;Masculino;lentamente;Adverbio
Despertamos;Plural;;Ci svegliamo;Verbo
Despertar;Singular;;Svegliarsi;Verbo
Despertar†;Singular;;Svegliatevi;Verbo
Despertar†n;Plural;;Svegliatevi;Verbo
Despertar†s;Singular;;Ti sveglierai;Verbo
DespertarÇ;Singular;;Mi sveglierï;Verbo
Despertaremos;Plural;;Ci sveglieremo;Verbo
Despertaron;Plural;;Si sono svegliati;Verbo
Despertaste;Singular;;Sei svegliato;Verbo
DespertÇ;Singular;;Mi sono svegliato;Verbo
Despert¢;Singular;;svegliato;Verbo
Despierta;Singular;;Svegliatevi;Verbo
Despiertan;Plural;;Svegliatevi;Verbo
Despiertas;Singular;;Svegliatevi;Verbo
Despierto;Singular;;vigile;Verbo
DespuÇs;Plural;;poi;Adverbio
Destrucci¢n;Singular;Femenino;distruzione;Objeto
Destrucciones;Plural;Femenino;distruzioni;Objeto
Desvela;Singular;;Unravel;Verbo
Desvelamos;Plural;;Sveliamo;Verbo
Desvelan;Plural;;rivelare;Verbo
Desvelar†;Singular;;SvelerÖ;Verbo
Desvelar†n;Plural;;Sveleranno;Verbo
Desvelar†s;Singular;;Svelerai;Verbo
DesvelarÇ;Singular;;Io svelerï;Verbo
Desvelaremos;Plural;;Sveleremo;Verbo
Desvelaron;Plural;;Svelarono;Verbo
Desvelas;Singular;;si scoprono;Verbo
Desvelaste;Singular;;Hai svelato;Verbo
DesvelÇ;Singular;;Rimasi sveglia;Verbo
Desvelo;Singular;;vigilanza;Verbo
Desvel¢;Singular;;egli ha rivelato;Verbo
Detr†s;Plural;;dietro;Adverbio
Di;Singular;;di;Verbo
Diablo;Singular;Masculino;diablo;Objeto
Diablos;Plural;Masculino;Diablos;Objeto
Dibuja;Singular;;disegnare;Verbo
Dibujamos;Plural;;Disegniamo;Verbo
Dibujan;Plural;;Disegnano;Verbo
Dibujar;Singular;;Disegnare;Verbo
Dibujar†;Singular;;Disegna;Verbo
Dibujar†n;Plural;;Saranno disegnati;Verbo
Dibujar†s;Singular;;Disegnerai;Verbo
DibujarÇ;Singular;;Disegnerï;Verbo
Dibujaremos;Plural;;Disegneremo;Verbo
Dibujaron;Plural;;Hanno richiamato;Verbo
Dibujas;Singular;;disegnare;Verbo
Dibujaste;Singular;;Hai disegnato;Verbo
DibujÇ;Singular;;Ho disegnato;Verbo
Dibujo;Singular;;disegno;Verbo
Dibuj¢;Singular;;drew;Verbo
Dibujos;Plural;Masculino;disegni;Objeto
Dice;Singular;;Dice;Verbo
Dicen;Plural;;Dicono;Verbo
Dices;Singular;;Tu dici;Verbo
Diego;Singular;Masculino;Diego;Nombre
Diente;Singular;Masculino;dente;Objeto
Dientes;Plural;Masculino;denti;Objeto
Dieron;Plural;;Hanno dato;Verbo
Diferente;Singular;;diverso;Adjetivo
Diferentes;Plural;;diverso;Adjetivo
Dif°cil;Singular;;difficile;Adjetivo
Dif°ciles;Plural;;difficile;Adjetivo
Digo;Singular;;Dico;Verbo
Dije;Singular;;Dissi;Verbo
Dijeron;Plural;;Hanno detto;Verbo
Dijimos;Plural;;Abbiamo detto;Verbo
Dijiste;Singular;;Hai detto;Verbo
Dijo;Singular;;Disse;Verbo
Dimos;Plural;;Abbiamo dato;Verbo
Dinero;Singular;Masculino;soldi;Objeto
Dinosaurio;Singular;Masculino;dinosauro;Objeto
Dinosaurios;Plural;Masculino;dinosauri;Objeto
Dio;Singular;;ho dato;Verbo
Dir†;Singular;;Lo dirÖ;Verbo
Dir†n;Plural;;Diranno;Verbo
Dir†s;Singular;;Lei dirÖ;Verbo
DirÇ;Singular;;Dirï;Verbo
Direcci¢n;Singular;Femenino;indirizzo;Objeto
Direcciones;Plural;Femenino;indicazioni;Objeto
Diremos;Plural;;Diciamo;Verbo
Disco;Singular;Masculino;disco;Objeto
Discos;Plural;Masculino;dischi;Objeto
Distante;Singular;;lontano;Adjetivo
Diste;Singular;;Diste;Verbo
Distrito Federal;Singular;Masculino;Distretto federale;Nombre
Diversi¢n;Singular;Femenino;divertimento;Objeto
Diversi¢ns;Plural;Femenino;Diversions;Objeto
Divertida;Singular;Femenino;divertida;Adjetivo
Divertidas;Plural;Femenino;divertente;Adjetivo
Divertido;Singular;Masculino;divertente;Adjetivo
Divertidos;Plural;Masculino;divertimento;Adjetivo
D¢lar;Singular;Masculino;dollaro;Objeto
D¢lares;Plural;Masculino;dollari;Objeto
D¢n;Singular;Masculino;regalo;Objeto
Dones;Plural;Masculino;Dones;Objeto
Do§a;Singular;Femenino;Dona;Objeto
Do§as;Plural;Femenino;Do§as;Objeto
Dorada;Singular;Femenino;Dorada;Adjetivo
Doradas;Plural;Femenino;dorato;Adjetivo
Dorado;Singular;Masculino;d'oro;Adjetivo
Dorados;Plural;Masculino;Dorados;Adjetivo
Dorm°;Singular;;Ho dormito;Verbo
Dormimos;Plural;;Abbiamo dormito;Verbo
Dormir;Singular;;Dormire;Verbo
Dormir†;Singular;;Sonno;Verbo
Dormir†n;Plural;;Dormiranno;Verbo
Dormir†s;Singular;;Dormirai;Verbo
DormirÇ;Singular;;Io dormo;Verbo
Dormiremos;Plural;;Dormiremo;Verbo
Dormiste;Singular;;Hai dormito;Verbo
Doy;Singular;;Lo do;Verbo
Drag¢n;Singular;Masculino;drago;Objeto
Dragones;Plural;Masculino;draghi;Objeto
DS;Plural;Femenino;DS;Nombre
Duerme;Singular;;Dorme;Verbo
Duermen;Plural;;Sonno;Verbo
Duermes;Singular;;Tu dormi;Verbo
Duermo;Singular;;Dormo;Verbo
Dulce;Singular;Masculino;dolce;Adjetivo
Dulces;Plural;Masculino;pasticceria;Adjetivo
Dura;Singular;Femenino;Dura;Adjetivo
Durango;Singular;Masculino;Durango;Nombre
Duras;Plural;Femenino;Duras;Adjetivo
Durmieron;Plural;;Dormivano;Verbo
Durmi¢;Singular;;dormiva;Verbo
Duro;Singular;Masculino;difficile;Adjetivo
Duros;Plural;Masculino;difficile;Adjetivo
Ecuador;Singular;Masculino;Stati Uniti;Nombre
Edad;Singular;Femenino;etÖ;Objeto
Edades;Plural;Femenino;evo;Objeto
Eduardo;Singular;Masculino;Eduardo;Nombre
Egipto;Singular;Masculino;Egitto;Nombre
El;Singular;Masculino;il;Art. Determinado
êl;Singular;Masculino;esso;Pronombre
Electricidad;Singular;Femenino;elettricitÖ;Objeto
Elefante;Singular;Masculino;elefante;Objeto
Elefantes;Plural;Masculino;elefanti;Objeto
Elevador;Singular;Masculino;ascensore;Objeto
Elevadores;Plural;Masculino;ascensori;Objeto
Elizabeth;Singular;Femenino;Elizabeth;Nombre
Ella;Singular;Femenino;lei;Pronombre
Ellas;Plural;Femenino;essi;Pronombre
Ello;Singular;Masculino;esso;Pronombre
Ellos;Plural;Masculino;essi;Pronombre
Elote;Singular;Masculino;pannocchia;Objeto
Elotes;Plural;Masculino;Elotes;Objeto
Encendedor;Singular;Masculino;accenditore;Objeto
Encendedores;Plural;Masculino;accendini;Objeto
Encendemos;Plural;;Ci accendiamo;Verbo
Encender†;Singular;;Si accenderÖ;Verbo
Encender†n;Plural;;Si accenderanno;Verbo
Encender†s;Singular;;Si accenderÖ;Verbo
EncenderÇ;Singular;;Mi illuminerï;Verbo
Encenderemos;Plural;;Ci accenderemo;Verbo
Encend°;Singular;;Ho illuminato;Verbo
Encendieron;Plural;;Si sono accese;Verbo
Encendimos;Plural;;Abbiamo illuminato;Verbo
Encendi¢;Singular;;accese;Verbo
Encendiste;Singular;;Hai illuminato;Verbo
Enciende;Singular;;Accende;Verbo
Encienden;Plural;;Si accendono;Verbo
Enciendes;Singular;;Accendi;Verbo
Enciendo;Singular;;Mi accendo;Verbo
Encima;Singular;Femenino;sopra;Adverbio
Encontramos;Plural;;Ci troviamo;Verbo
Encontrar;Singular;;trovare;Verbo
Encontrar†;Singular;;Troverete;Verbo
Encontrar†n;Plural;;TroverÖ;Verbo
Encontrar†s;Singular;;Troverete;Verbo
EncontrarÇ;Singular;;Troverï;Verbo
Encontraremos;Plural;;Troveremo;Verbo
Encontraron;Plural;;Hanno trovato;Verbo
Encontraste;Singular;;Hai trovato;Verbo
EncontrÇ;Singular;;Ho trovato;Verbo
Encontr¢;Singular;;trovï;Verbo
Encuentra;Singular;;trovare;Verbo
Encuentran;Plural;;fondare;Verbo
Encuentras;Singular;;Lo trovi;Verbo
Encuentro;Singular;;incontro;Verbo
Enferma;Singular;Femenino;malato;Adjetivo
Enfermas;Plural;Femenino;malato;Adjetivo
Enfermo;Singular;Masculino;malato;Adjetivo
Enfermos;Plural;Masculino;malato;Adjetivo
Enfria;Singular;;si raffredda;Verbo
Enfriamos;Plural;;Ci sentiamo freddi;Verbo
Enfrian;Plural;;fresco;Verbo
Enfriar†;Singular;;SarÖ freddo;Verbo
Enfriar†n;Plural;;Si raffreddano;Verbo
Enfriar†s;Singular;;Si raffredda;Verbo
EnfriarÇ;Singular;;Mi raffredterï;Verbo
Enfriaremos;Plural;;Ci raffredteremo;Verbo
Enfriaron;Plural;;Si raffreddarono;Verbo
Enfrias;Singular;;raffredderÖ;Verbo
Enfriaste;Singular;;Hai raffreddato;Verbo
EnfriÇ;Singular;;Ho raffreddato;Verbo
Enfri¢;Singular;;si raffredda;Verbo
Enfr°o;Singular;;I cool;Verbo
Ense§a;Singular;;insegna;Verbo
Ense§amos;Plural;;Noi insegnamo;Verbo
Ense§an;Plural;;insegnare;Verbo
Ense§ar;Singular;;Insegnare;Verbo
Ense§ar†;Singular;;InsegnerÖ;Verbo
Ense§ar†n;Plural;;InsegnerÖ;Verbo
Ense§ar†s;Singular;;InsegnerÖ;Verbo
Ense§arÇ;Singular;;Io insegnerï;Verbo
Ense§aremos;Plural;;Noi insegneremo;Verbo
Ense§aron;Plural;;Insegnavano;Verbo
Ense§as;Singular;;insegne;Verbo
Ense§aste;Singular;;Hai insegnato;Verbo
Ense§Ç;Singular;;ho insegnato;Verbo
Ense§o;Singular;;Insegno;Verbo
Ense§¢;Singular;;Ha insegnato;Verbo
Entendemos;Plural;;Capiamo;Verbo
Entender;Singular;;Per capire;Verbo
Entender†;Singular;;CapirÖ;Verbo
Entender†n;Plural;;CapirÖ;Verbo
Entender†s;Singular;;CapirÖ;Verbo
EntenderÇ;Singular;;Capisco;Verbo
Entenderemos;Plural;;Capiamo;Verbo
Entend°;Singular;;Ho capito;Verbo
Entendieron;Plural;;Hanno capito;Verbo
Entendimos;Plural;;Abbiamo capito;Verbo
Entendi¢;Singular;;capiva;Verbo
Entendiste;Singular;;Entendiste;Verbo
Entiende;Singular;;capisce;Verbo
Entienden;Plural;;Capiscono;Verbo
Entiendes;Singular;;Capisci;Verbo
Entiendo;Singular;;Capisco;Verbo
Entrada;Singular;Femenino;Check in;Objeto
Entradas;Plural;Femenino;biglietti;Objeto
Env°a;Singular;;inviare;Verbo
Enviamos;Plural;;Spediamo;Verbo
Env°an;Plural;;inviato;Verbo
Enviar;Singular;;inviare;Verbo
Enviar†;Singular;;SpedirÖ;Verbo
Enviar†n;Plural;;Spediranno;Verbo
Enviar†s;Singular;;SpedirÖ;Verbo
EnviarÇ;Singular;;Io manderï;Verbo
Enviaremos;Plural;;Spediremo;Verbo
Enviaron;Plural;;Hanno mandato;Verbo
Env°as;Singular;;Tu mandi;Verbo
Enviaste;Singular;;Hai mandato;Verbo
EnviÇ;Singular;;Ho mandato;Verbo
Envi¢;Singular;;mandï;Verbo
Env°o;Singular;;spedizione;Verbo
Eres;Singular;;Sei tu;Copular
Erick;Singular;Masculino;Erick;Nombre
Erizo;Singular;Masculino;riccio;Objeto
Erizos;Plural;Masculino;ricci;Objeto
Es;Singular;;‘;Copular
Esa;Singular;Femenino;che;Pronombre
Esas;Plural;Femenino;quelli;Pronombre
Escalera;Singular;Femenino;scala;Objeto
Escaleras;Plural;Femenino;scala;Objeto
Escocia;Singular;Femenino;Scozia;Nombre
Escribe;Singular;;scrivere;Verbo
Escriben;Plural;;Scrivono;Verbo
Escribes;Singular;;Scrivi;Verbo
Escrib°;Singular;;Ho scritto;Verbo
Escribieron;Plural;;Scrivevano;Verbo
Escribimos;Plural;;Scriviamo;Verbo
Escribi¢;Singular;;Ha scritto;Verbo
Escribir;Singular;;Per scrivere;Verbo
Escribir†;Singular;;ScriverÖ;Verbo
Escribir†n;Plural;;ScriverÖ;Verbo
Escribir†s;Singular;;Scriverai;Verbo
EscribirÇ;Singular;;Scriverï;Verbo
Escribiremos;Plural;;Scriveremo;Verbo
Escribiste;Singular;;Hai scritto;Verbo
Escribo;Singular;;Scrivo;Verbo
Escritorio;Singular;Masculino;scrivania;Objeto
Escritorios;Plural;Masculino;desktop;Objeto
Escucha;Singular;;ascolto;Verbo
Escuchamos;Plural;;Ascoltiamo;Verbo
Escuchan;Plural;;Ascoltano;Verbo
Escuchar†;Singular;;AscolterÖ;Verbo
Escuchar†n;Plural;;AscolterÖ;Verbo
Escuchar†s;Singular;;Sentirai;Verbo
EscucharÇ;Singular;;Ascolterï;Verbo
Escucharemos;Plural;;Ascolteremo;Verbo
Escucharon;Plural;;Ascoltavano;Verbo
Escuchas;Singular;;Senti;Verbo
Escuchaste;Singular;;Hai sentito;Verbo
EscuchÇ;Singular;;Ho sentito;Verbo
Escucho;Singular;;Ascolto;Verbo
Escuch¢;Singular;;sentç;Verbo
Escudo;Singular;Masculino;Escudo;Objeto
Escudos;Plural;Masculino;scudi;Objeto
Escuela;Singular;Femenino;scuola;Objeto
Escuelas;Plural;Femenino;Scuola Superiore;Objeto
Ese;Singular;Masculino;che;Demostrativo Lejano
Eso;Singular;Masculino;che;Demostrativo Lejano
Esos;Plural;Masculino;quelli;Pronombre
Espacio;Singular;Masculino;spazio;Objeto
Espacios;Plural;Masculino;spazi;Objeto
Espada;Singular;Femenino;spada;Objeto
Espadas;Plural;Femenino;spade;Objeto
Espa§a;Singular;Femenino;Spagna;Nombre
Espera;Singular;;aspettare;Verbo
Esperamos;Plural;;Ci aspettiamo;Verbo
Esperan;Plural;;Si aspettano;Verbo
Esperar;Singular;;Aspettare;Verbo
Esper†r†;Singular;;Spero;Verbo
Esperar†n;Plural;;Aspettano;Verbo
Esperar†s;Singular;;Aspetta;Verbo
EsperarÇ;Singular;;Aspetterï;Verbo
